sweep_id,image_filename,timestamp,sweep_type,zone_level,quality_score,zone_state,ml_label,ml_notes,ml_confidence,reviewed
46_BEA_20221227_1430_108.74,46_BEA_20221227_1430_108.74.png,12/27/22 14:30,BEARISH,108.74,51.9,untested,,,,
47_BEA_20221227_1530_108.74,47_BEA_20221227_1530_108.74.png,12/27/22 15:30,BEARISH,108.74,57.1,untested,,,,
48_BEA_20221228_1030_108.74,48_BEA_20221228_1030_108.74.png,12/28/22 10:30,BEARISH,108.74,55.7,tested,,,,
49_BEA_20221228_1130_108.74,49_BEA_20221228_1130_108.74.png,12/28/22 11:30,BEARISH,108.74,42.5,tested,,,,
50_BEA_20221228_1330_108.74,50_BEA_20221228_1330_108.74.png,12/28/22 13:30,BEARISH,108.74,55.1,tested,,,,
51_BEA_20221228_1430_108.74,51_BEA_20221228_1430_108.74.png,12/28/22 14:30,BEARISH,108.74,51.1,tested,,,,
52_BEA_20221229_1130_108.74,52_BEA_20221229_1130_108.74.png,12/29/22 11:30,BEARISH,108.74,52.3,tested,,,,
53_BEA_20221229_1230_108.74,53_BEA_20221229_1230_108.74.png,12/29/22 12:30,BEARISH,108.74,56.7,tested,,,,
54_BEA_20221229_1330_108.74,54_BEA_20221229_1330_108.74.png,12/29/22 13:30,BEARISH,108.74,47.8,tested,,,,
55_BEA_20221230_1030_108.74,55_BEA_20221230_1030_108.74.png,12/30/22 10:30,BEARISH,108.74,57.1,tested,,,,
56_BEA_20221230_1230_108.74,56_BEA_20221230_1230_108.74.png,12/30/22 12:30,BEARISH,108.74,53.7,tested,,,,
57_BEA_20230103_0930_108.74,57_BEA_20230103_0930_108.74.png,1/3/23 9:30,BEARISH,108.74,86.4,tested,INVAILD,,HIGH,YES
58_BEA_20230103_1030_108.74,58_BEA_20230103_1030_108.74.png,1/3/23 10:30,BEARISH,108.74,61.2,tested,,,,
59_BEA_20221222_1130_121.51,59_BEA_20221222_1130_121.51.png,12/22/22 11:30,BEARISH,121.51,56.3,untested,,,,
60_BEA_20221222_1230_121.51,60_BEA_20221222_1230_121.51.png,12/22/22 12:30,BEARISH,121.51,56.7,untested,,,,
61_BEA_20221222_1530_121.51,61_BEA_20221222_1530_121.51.png,12/22/22 15:30,BEARISH,121.51,46.7,untested,,,,
62_BEA_20221223_0930_121.51,62_BEA_20221223_0930_121.51.png,12/23/22 9:30,BEARISH,121.51,90.2,untested,INVAILD,,HIGH,YES
63_BEA_20221223_1030_121.51,63_BEA_20221223_1030_121.51.png,12/23/22 10:30,BEARISH,121.51,69.6,tested,,,,
64_BEA_20221223_1230_121.51,64_BEA_20221223_1230_121.51.png,12/23/22 12:30,BEARISH,121.51,57.4,tested,,,,
65_BEA_20221223_1430_121.51,65_BEA_20221223_1430_121.51.png,12/23/22 14:30,BEARISH,121.51,45.6,tested,,,,
66_BEA_20221223_1530_121.51,66_BEA_20221223_1530_121.51.png,12/23/22 15:30,BEARISH,121.51,55.7,tested,,,,
67_BEA_20221220_1130_136.38,67_BEA_20221220_1130_136.38.png,12/20/22 11:30,BEARISH,136.38,53.7,untested,,,,
68_BEA_20221220_1230_136.38,68_BEA_20221220_1230_136.38.png,12/20/22 12:30,BEARISH,136.38,46.9,untested,,,,
69_BEA_20221220_1330_136.38,69_BEA_20221220_1330_136.38.png,12/20/22 13:30,BEARISH,136.38,45.7,untested,,,,
70_BEA_20221220_1430_136.38,70_BEA_20221220_1430_136.38.png,12/20/22 14:30,BEARISH,136.38,40.2,untested,,,,
71_BEA_20221220_1530_136.38,71_BEA_20221220_1530_136.38.png,12/20/22 15:30,BEARISH,136.38,56,untested,,,,
72_BEA_20221221_1130_136.38,72_BEA_20221221_1130_136.38.png,12/21/22 11:30,BEARISH,136.38,52.4,tested,,,,
73_BEA_20221221_1430_136.38,73_BEA_20221221_1430_136.38.png,12/21/22 14:30,BEARISH,136.38,49.7,tested,,,,
74_BEA_20221221_1530_136.38,74_BEA_20221221_1530_136.38.png,12/21/22 15:30,BEARISH,136.38,40,tested,,,,
75_BEA_20221222_0930_136.38,75_BEA_20221222_0930_136.38.png,12/22/22 9:30,BEARISH,136.38,76.3,tested,INVAILD,,HIGH,YES
76_BEA_20221214_1330_153.83,76_BEA_20221214_1330_153.83.png,12/14/22 13:30,BEARISH,153.83,55.5,untested,,,,
77_BEA_20221214_1430_153.83,77_BEA_20221214_1430_153.83.png,12/14/22 14:30,BEARISH,153.83,59.2,untested,,,,
78_BEA_20221215_1030_153.83,78_BEA_20221215_1030_153.83.png,12/15/22 10:30,BEARISH,153.83,60,tested,,,,
79_BEA_20221215_1230_153.83,79_BEA_20221215_1230_153.83.png,12/15/22 12:30,BEARISH,153.83,43.6,tested,,,,
80_BEA_20221215_1330_153.83,80_BEA_20221215_1330_153.83.png,12/15/22 13:30,BEARISH,153.83,52.4,tested,,,,
81_BEA_20221215_1530_153.83,81_BEA_20221215_1530_153.83.png,12/15/22 15:30,BEARISH,153.83,16.4,tested,,,,
82_BEA_20221216_0930_153.83,82_BEA_20221216_0930_153.83.png,12/16/22 9:30,BEARISH,153.83,67,tested,,,,
83_BEA_20221222_1130_129.16,83_BEA_20221222_1130_129.16.png,12/22/22 11:30,BEARISH,129.16,56.3,mitigated,,,,
84_BUL_20211101_1130_402.31,84_BUL_20211101_1130_402.31.png,11/1/21 11:30,BULLISH,402.31,56.2,untested,,,,
85_BUL_20211101_1230_402.31,85_BUL_20211101_1230_402.31.png,11/1/21 12:30,BULLISH,402.31,59.3,untested,,,,
86_BUL_20211101_1430_402.31,86_BUL_20211101_1430_402.31.png,11/1/21 14:30,BULLISH,402.31,55.4,untested,,,,
87_BUL_20211101_1530_402.31,87_BUL_20211101_1530_402.31.png,11/1/21 15:30,BULLISH,402.31,75.6,untested,INVAILD,,HIGH,YES
88_BUL_20211102_1230_402.31,88_BUL_20211102_1230_402.31.png,11/2/21 12:30,BULLISH,402.31,60.6,tested,,,,
89_BUL_20211102_1430_402.31,89_BUL_20211102_1430_402.31.png,11/2/21 14:30,BULLISH,402.31,61,tested,,,,
90_BUL_20211103_0930_402.31,90_BUL_20211103_0930_402.31.png,11/3/21 9:30,BULLISH,402.31,85.6,tested,INVAILD,,HIGH,YES
91_BUL_20211103_1230_402.31,91_BUL_20211103_1230_402.31.png,11/3/21 12:30,BULLISH,402.31,56.2,tested,,,,
92_BUL_20211103_1430_402.31,92_BUL_20211103_1430_402.31.png,11/3/21 14:30,BULLISH,402.31,90.8,tested,VAILD,,MEDIUM,YES
93_BUL_20211103_1530_402.31,93_BUL_20211103_1530_402.31.png,11/3/21 15:30,BULLISH,402.31,57.6,tested,,,,
94_BUL_20211027_1230_359.06,94_BUL_20211027_1230_359.06.png,10/27/21 12:30,BULLISH,359.06,56,mitigated,,,,
95_BUL_20211027_1530_359.06,95_BUL_20211027_1530_359.06.png,10/27/21 15:30,BULLISH,359.06,52.5,mitigated,,,,
96_BUL_20211028_0930_359.06,96_BUL_20211028_0930_359.06.png,10/28/21 9:30,BULLISH,359.06,63.4,mitigated,,,,
97_BUL_20211028_1030_359.06,97_BUL_20211028_1030_359.06.png,10/28/21 10:30,BULLISH,359.06,62.5,mitigated,,,,
98_BUL_20211028_1130_359.06,98_BUL_20211028_1130_359.06.png,10/28/21 11:30,BULLISH,359.06,58,mitigated,,,,
99_BUL_20211028_1530_359.06,99_BUL_20211028_1530_359.06.png,10/28/21 15:30,BULLISH,359.06,59,mitigated,,,,
100_BUL_20211029_0930_359.06,100_BUL_20211029_0930_359.06.png,10/29/21 9:30,BULLISH,359.06,60.3,mitigated,,,,
101_BUL_20211025_1130_332.37,101_BUL_20211025_1130_332.37.png,10/25/21 11:30,BULLISH,332.37,59.1,untested,,,,
102_BUL_20211025_1230_332.37,102_BUL_20211025_1230_332.37.png,10/25/21 12:30,BULLISH,332.37,57.7,untested,,,,
103_BUL_20211025_1330_332.37,103_BUL_20211025_1330_332.37.png,10/25/21 13:30,BULLISH,332.37,55.8,tested,,,,
104_BUL_20211025_1130_363.64,104_BUL_20211025_1130_363.64.png,10/25/21 11:30,BULLISH,363.64,59.1,untested,,,,
105_BUL_20211025_1230_363.64,105_BUL_20211025_1230_363.64.png,10/25/21 12:30,BULLISH,363.64,57.7,untested,,,,
106_BUL_20211025_1330_363.64,106_BUL_20211025_1330_363.64.png,10/25/21 13:30,BULLISH,363.64,55.8,untested,,,,
107_BUL_20211025_1430_363.64,107_BUL_20211025_1430_363.64.png,10/25/21 14:30,BULLISH,363.64,78.7,untested,INVAILD,,MEDIUM,YES
108_BUL_20211026_0930_363.64,108_BUL_20211026_0930_363.64.png,10/26/21 9:30,BULLISH,363.64,86.5,untested,INVAILD,,MEDIUM,YES
109_BUL_20211026_1330_363.64,109_BUL_20211026_1330_363.64.png,10/26/21 13:30,BULLISH,363.64,56.7,tested,,,,
110_BUL_20211027_0930_363.64,110_BUL_20211027_0930_363.64.png,10/27/21 9:30,BULLISH,363.64,73.1,tested,INVAILD,,HIGH,YES
111_BUL_20211027_1030_363.64,111_BUL_20211027_1030_363.64.png,10/27/21 10:30,BULLISH,363.64,57.4,tested,,,,
112_BUL_20211027_1230_363.64,112_BUL_20211027_1230_363.64.png,10/27/21 12:30,BULLISH,363.64,56,tested,,,,
113_BUL_20211027_1530_363.64,113_BUL_20211027_1530_363.64.png,10/27/21 15:30,BULLISH,363.64,52.5,tested,,,,
114_BUL_20211028_0930_363.64,114_BUL_20211028_0930_363.64.png,10/28/21 9:30,BULLISH,363.64,63.4,tested,,,,
115_BUL_20211028_1030_363.64,115_BUL_20211028_1030_363.64.png,10/28/21 10:30,BULLISH,363.64,62.5,tested,,,,
116_BUL_20211028_1130_363.64,116_BUL_20211028_1130_363.64.png,10/28/21 11:30,BULLISH,363.64,58,tested,,,,
117_BUL_20211028_1530_363.64,117_BUL_20211028_1530_363.64.png,10/28/21 15:30,BULLISH,363.64,59,tested,,,,
118_BUL_20211029_0930_363.64,118_BUL_20211029_0930_363.64.png,10/29/21 9:30,BULLISH,363.64,60.3,tested,,,,
119_BUL_20211029_1030_363.64,119_BUL_20211029_1030_363.64.png,10/29/21 10:30,BULLISH,363.64,53.7,mitigated,,,,
120_BUL_20211029_1130_363.64,120_BUL_20211029_1130_363.64.png,10/29/21 11:30,BULLISH,363.64,57.2,mitigated,,,,
121_BUL_20211029_1230_363.64,121_BUL_20211029_1230_363.64.png,10/29/21 12:30,BULLISH,363.64,60.6,mitigated,,,,
122_BUL_20211021_1130_302.45,122_BUL_20211021_1130_302.45.png,10/21/21 11:30,BULLISH,302.45,63.1,untested,,,,
123_BUL_20211021_1330_302.45,123_BUL_20211021_1330_302.45.png,10/21/21 13:30,BULLISH,302.45,56.5,untested,,,,
124_BUL_20211021_1430_302.45,124_BUL_20211021_1430_302.45.png,10/21/21 14:30,BULLISH,302.45,57.8,untested,,,,
125_BUL_20211022_0930_302.45,125_BUL_20211022_0930_302.45.png,10/22/21 9:30,BULLISH,302.45,78.4,untested,INVAILD,,HIGH,YES
126_BUL_20211022_1130_302.45,126_BUL_20211022_1130_302.45.png,10/22/21 11:30,BULLISH,302.45,58.9,tested,,,,
127_BUL_20211022_1330_302.45,127_BUL_20211022_1330_302.45.png,10/22/21 13:30,BULLISH,302.45,50.1,tested,,,,
128_BUL_20211022_1530_302.45,128_BUL_20211022_1530_302.45.png,10/22/21 15:30,BULLISH,302.45,44.2,tested,,,,
129_BEA_20210304_1130_180.98,129_BEA_20210304_1130_180.98.png,3/4/21 11:30,BEARISH,180.98,62.6,untested,,,,
130_BEA_20210304_1230_180.98,130_BEA_20210304_1230_180.98.png,3/4/21 12:30,BEARISH,180.98,84.2,untested,INVAILD,,HIGH,YES
131_BEA_20210304_1330_180.98,131_BEA_20210304_1330_180.98.png,3/4/21 13:30,BEARISH,180.98,71.7,untested,INVAILD,,HIGH,YES
132_BEA_20210305_0930_180.98,132_BEA_20210305_0930_180.98.png,3/5/21 9:30,BEARISH,180.98,85.6,untested,INVAILD,,MEDIUM,YES
133_BEA_20210305_1030_180.98,133_BEA_20210305_1030_180.98.png,3/5/21 10:30,BEARISH,180.98,88.2,untested,VAILD,,HIGH,YES
134_BEA_20210305_1330_180.98,134_BEA_20210305_1330_180.98.png,3/5/21 13:30,BEARISH,180.98,64.7,tested,,,,
135_BEA_20210308_1030_180.98,135_BEA_20210308_1030_180.98.png,3/8/21 10:30,BEARISH,180.98,58,tested,,,,
136_BEA_20210308_1230_180.98,136_BEA_20210308_1230_180.98.png,3/8/21 12:30,BEARISH,180.98,61.2,tested,,,,
137_BEA_20210308_1330_180.98,137_BEA_20210308_1330_180.98.png,3/8/21 13:30,BEARISH,180.98,60.3,tested,,,,
138_BEA_20210308_1430_180.98,138_BEA_20210308_1430_180.98.png,3/8/21 14:30,BEARISH,180.98,57,tested,,,,
139_BEA_20210309_1330_180.98,139_BEA_20210309_1330_180.98.png,3/9/21 13:30,BEARISH,180.98,57.9,tested,,,,
140_BEA_20210310_1130_180.98,140_BEA_20210310_1130_180.98.png,3/10/21 11:30,BEARISH,180.98,56.2,tested,,,,
141_BEA_20210310_1430_180.98,141_BEA_20210310_1430_180.98.png,3/10/21 14:30,BEARISH,180.98,59.7,tested,,,,
142_BEA_20210311_1130_180.98,142_BEA_20210311_1130_180.98.png,3/11/21 11:30,BEARISH,180.98,57.3,tested,,,,
143_BEA_20210311_1330_180.98,143_BEA_20210311_1330_180.98.png,3/11/21 13:30,BEARISH,180.98,55.8,tested,,,,
144_BEA_20210311_1530_180.98,144_BEA_20210311_1530_180.98.png,3/11/21 15:30,BEARISH,180.98,56.7,tested,,,,
145_BEA_20210312_0930_180.98,145_BEA_20210312_0930_180.98.png,3/12/21 9:30,BEARISH,180.98,62.2,tested,,,,
146_BEA_20210312_1230_180.98,146_BEA_20210312_1230_180.98.png,3/12/21 12:30,BEARISH,180.98,55.2,tested,,,,
147_BEA_20210312_1330_180.98,147_BEA_20210312_1330_180.98.png,3/12/21 13:30,BEARISH,180.98,62,tested,,,,
148_BEA_20210315_1030_180.98,148_BEA_20210315_1030_180.98.png,3/15/21 10:30,BEARISH,180.98,62.9,tested,,,,
149_BEA_20210315_1430_180.98,149_BEA_20210315_1430_180.98.png,3/15/21 14:30,BEARISH,180.98,58,tested,,,,
150_BEA_20210316_0930_180.98,150_BEA_20210316_0930_180.98.png,3/16/21 9:30,BEARISH,180.98,68,tested,,,,
151_BEA_20210316_1030_180.98,151_BEA_20210316_1030_180.98.png,3/16/21 10:30,BEARISH,180.98,51.4,tested,,,,
152_BEA_20210316_1130_180.98,152_BEA_20210316_1130_180.98.png,3/16/21 11:30,BEARISH,180.98,59.4,tested,,,,
153_BEA_20210316_1330_180.98,153_BEA_20210316_1330_180.98.png,3/16/21 13:30,BEARISH,180.98,55.2,tested,,,,
154_BEA_20210316_1430_180.98,154_BEA_20210316_1430_180.98.png,3/16/21 14:30,BEARISH,180.98,70.8,tested,INVAILD,,HIGH,YES
155_BEA_20210316_1530_180.98,155_BEA_20210316_1530_180.98.png,3/16/21 15:30,BEARISH,180.98,55.7,tested,,,,
156_BEA_20210317_1030_180.98,156_BEA_20210317_1030_180.98.png,3/17/21 10:30,BEARISH,180.98,59.5,tested,,,,
157_BEA_20210317_1130_180.98,157_BEA_20210317_1130_180.98.png,3/17/21 11:30,BEARISH,180.98,64.8,tested,,,,
158_BEA_20210318_0930_180.98,158_BEA_20210318_0930_180.98.png,3/18/21 9:30,BEARISH,180.98,69.1,tested,,,,
159_BEA_20210318_1030_180.98,159_BEA_20210318_1030_180.98.png,3/18/21 10:30,BEARISH,180.98,55.8,tested,,,,
160_BEA_20210318_1130_180.98,160_BEA_20210318_1130_180.98.png,3/18/21 11:30,BEARISH,180.98,51.5,tested,,,,
161_BEA_20210318_1230_180.98,161_BEA_20210318_1230_180.98.png,3/18/21 12:30,BEARISH,180.98,56.5,tested,,,,
162_BEA_20210318_1330_180.98,162_BEA_20210318_1330_180.98.png,3/18/21 13:30,BEARISH,180.98,56.6,tested,,,,
163_BEA_20210318_1430_180.98,163_BEA_20210318_1430_180.98.png,3/18/21 14:30,BEARISH,180.98,54.7,tested,,,,
164_BEA_20210318_1530_180.98,164_BEA_20210318_1530_180.98.png,3/18/21 15:30,BEARISH,180.98,58.1,tested,,,,
165_BEA_20210319_0930_180.98,165_BEA_20210319_0930_180.98.png,3/19/21 9:30,BEARISH,180.98,92.7,tested,VAILD,,HIGH,YES
166_BEA_20210319_1430_180.98,166_BEA_20210319_1430_180.98.png,3/19/21 14:30,BEARISH,180.98,55.2,tested,,,,
167_BEA_20210322_1230_180.98,167_BEA_20210322_1230_180.98.png,3/22/21 12:30,BEARISH,180.98,58.4,tested,,,,
168_BEA_20210322_1430_180.98,168_BEA_20210322_1430_180.98.png,3/22/21 14:30,BEARISH,180.98,57.4,tested,,,,
169_BEA_20210322_1530_180.98,169_BEA_20210322_1530_180.98.png,3/22/21 15:30,BEARISH,180.98,57.4,tested,,,,
170_BEA_20210323_1030_180.98,170_BEA_20210323_1030_180.98.png,3/23/21 10:30,BEARISH,180.98,55.3,tested,,,,
171_BEA_20210323_1130_180.98,171_BEA_20210323_1130_180.98.png,3/23/21 11:30,BEARISH,180.98,50.9,tested,,,,
172_BEA_20210323_1330_180.98,172_BEA_20210323_1330_180.98.png,3/23/21 13:30,BEARISH,180.98,56.8,tested,,,,
173_BEA_20210323_1430_180.98,173_BEA_20210323_1430_180.98.png,3/23/21 14:30,BEARISH,180.98,61.8,tested,,,,
174_BEA_20210324_0930_180.98,174_BEA_20210324_0930_180.98.png,3/24/21 9:30,BEARISH,180.98,78.2,tested,INVAILD,,HIGH,YES
175_BEA_20210324_1130_180.98,175_BEA_20210324_1130_180.98.png,3/24/21 11:30,BEARISH,180.98,59.8,tested,,,,
176_BEA_20210324_1230_180.98,176_BEA_20210324_1230_180.98.png,3/24/21 12:30,BEARISH,180.98,58.6,tested,,,,
177_BEA_20210324_1330_180.98,177_BEA_20210324_1330_180.98.png,3/24/21 13:30,BEARISH,180.98,55.7,tested,,,,
178_BEA_20210324_1430_180.98,178_BEA_20210324_1430_180.98.png,3/24/21 14:30,BEARISH,180.98,56.9,tested,,,,
179_BEA_20210324_1530_180.98,179_BEA_20210324_1530_180.98.png,3/24/21 15:30,BEARISH,180.98,42.5,tested,,,,
180_BEA_20210325_0930_180.98,180_BEA_20210325_0930_180.98.png,3/25/21 9:30,BEARISH,180.98,93.1,tested,INVAILD,,HIGH,YES
181_BEA_20210325_1030_180.98,181_BEA_20210325_1030_180.98.png,3/25/21 10:30,BEARISH,180.98,58.3,tested,,,,
182_BEA_20210325_1230_180.98,182_BEA_20210325_1230_180.98.png,3/25/21 12:30,BEARISH,180.98,55.9,tested,,,,
183_BEA_20210325_1330_180.98,183_BEA_20210325_1330_180.98.png,3/25/21 13:30,BEARISH,180.98,59.2,tested,,,,
184_BEA_20210326_0930_180.98,184_BEA_20210326_0930_180.98.png,3/26/21 9:30,BEARISH,180.98,55.2,tested,,,,
185_BEA_20210326_1030_180.98,185_BEA_20210326_1030_180.98.png,3/26/21 10:30,BEARISH,180.98,59.6,tested,,,,
186_BEA_20210326_1130_180.98,186_BEA_20210326_1130_180.98.png,3/26/21 11:30,BEARISH,180.98,56.5,tested,,,,
187_BEA_20210326_1230_180.98,187_BEA_20210326_1230_180.98.png,3/26/21 12:30,BEARISH,180.98,58.2,tested,,,,
188_BEA_20210326_1330_180.98,188_BEA_20210326_1330_180.98.png,3/26/21 13:30,BEARISH,180.98,60.6,tested,,,,
189_BEA_20210329_0930_180.98,189_BEA_20210329_0930_180.98.png,3/29/21 9:30,BEARISH,180.98,78.6,tested,VAILD,,HIGH,YES
190_BEA_20210329_1330_180.98,190_BEA_20210329_1330_180.98.png,3/29/21 13:30,BEARISH,180.98,52.3,tested,,,,
191_BEA_20210330_0930_180.98,191_BEA_20210330_0930_180.98.png,3/30/21 9:30,BEARISH,180.98,87.4,tested,VAILD,,HIGH,YES
192_BEA_20210330_1230_180.98,192_BEA_20210330_1230_180.98.png,3/30/21 12:30,BEARISH,180.98,56.9,tested,,,,
193_BEA_20210330_1330_180.98,193_BEA_20210330_1330_180.98.png,3/30/21 13:30,BEARISH,180.98,57.5,tested,,,,
194_BEA_20210331_1130_180.98,194_BEA_20210331_1130_180.98.png,3/31/21 11:30,BEARISH,180.98,56.2,tested,,,,
195_BEA_20210331_1530_180.98,195_BEA_20210331_1530_180.98.png,3/31/21 15:30,BEARISH,180.98,45.9,tested,,,,
196_BEA_20210401_1030_180.98,196_BEA_20210401_1030_180.98.png,4/1/21 10:30,BEARISH,180.98,55.2,tested,,,,
197_BEA_20210401_1230_180.98,197_BEA_20210401_1230_180.98.png,4/1/21 12:30,BEARISH,180.98,56.8,tested,,,,
198_BEA_20210401_1430_180.98,198_BEA_20210401_1430_180.98.png,4/1/21 14:30,BEARISH,180.98,58.3,tested,,,,
199_BEA_20210401_1530_180.98,199_BEA_20210401_1530_180.98.png,4/1/21 15:30,BEARISH,180.98,45,tested,,,,
200_BEA_20210405_1030_180.98,200_BEA_20210405_1030_180.98.png,4/5/21 10:30,BEARISH,180.98,55.9,tested,,,,
201_BEA_20210405_1130_180.98,201_BEA_20210405_1130_180.98.png,4/5/21 11:30,BEARISH,180.98,52.5,tested,,,,
202_BEA_20210405_1530_180.98,202_BEA_20210405_1530_180.98.png,4/5/21 15:30,BEARISH,180.98,56.1,tested,,,,
