sweep_id,image_filename,timestamp,sweep_type,zone_level,quality_score,zone_state,ml_label,ml_notes,ml_confidence,reviewed
38_BEA_20230209_1330_211.12,38_BEA_20230209_1330_211.12.png,2023-02-09 13:30:00,BEARISH,211.12,51,active,,,,
51_BEA_20230210_1030_202.69,51_BEA_20230210_1030_202.69.png,2023-02-10 10:30:00,BEARISH,202.69,66,active,,,,
52_BEA_20230221_1030_202.69,52_BEA_20230221_1030_202.69.png,2023-02-21 10:30:00,BEARISH,202.69,62,active,,,,
53_BEA_20230221_1230_202.69,53_BEA_20230221_1230_202.69.png,2023-02-21 12:30:00,BEARISH,202.69,66,active,,,,
54_BUL_20230222_1430_198.95,54_BUL_20230222_1430_198.95.png,2023-02-22 14:30:00,BULLISH,198.95,60,active,,,,
15_BUL_20230224_1530_196.57,15_BUL_20230224_1530_196.57.png,2023-02-24 15:30:00,BULLISH,196.57,46,active,,,,
58_BUL_20230301_1130_198.95,58_BUL_20230301_1130_198.95.png,2023-03-01 11:30:00,BULLISH,198.95,57,active,,,,
16_BUL_20230303_0930_196.57,16_BUL_20230303_0930_196.57.png,2023-03-03 09:30:00,BULLISH,196.57,80,active,,,,
17_BUL_20230303_1030_196.57,17_BUL_20230303_1030_196.57.png,2023-03-03 10:30:00,BULLISH,196.57,63,active,,,,
39_BEA_20230315_1130_179.06,39_BEA_20230315_1130_179.06.png,2023-03-15 11:30:00,BEARISH,179.06,58,active,,,,
59_BEA_20230403_0930_202.69,59_BEA_20230403_0930_202.69.png,2023-04-03 09:30:00,BEARISH,202.69,91,active,,,,
40_BEA_20230519_1030_179.06,40_BEA_20230519_1030_179.06.png,2023-05-19 10:30:00,BEARISH,179.06,61,active,,,,
18_BEA_20230530_0930_200.61,18_BEA_20230530_0930_200.61.png,2023-05-30 09:30:00,BEARISH,200.61,86,active,,,,
19_BEA_20230530_1030_200.61,19_BEA_20230530_1030_200.61.png,2023-05-30 10:30:00,BEARISH,200.61,60,active,,,,
20_BUL_20230531_1230_196.57,20_BUL_20230531_1230_196.57.png,2023-05-31 12:30:00,BULLISH,196.57,50,active,,,,
60_BUL_20230531_1430_198.95,60_BUL_20230531_1430_198.95.png,2023-05-31 14:30:00,BULLISH,198.95,44,active,,,,
35_BEA_20230605_0930_219.53,35_BEA_20230605_0930_219.53.png,2023-06-05 09:30:00,BEARISH,219.53,87,active,,,,
42_BEA_20230703_1530_278.67,42_BEA_20230703_1530_278.67.png,2023-07-03 15:30:00,BEARISH,278.67,27,active,,,,
43_BUL_20230707_0930_275.31,43_BUL_20230707_0930_275.31.png,2023-07-07 09:30:00,BULLISH,275.31,74,active,,,,
44_BUL_20230707_1030_275.31,44_BUL_20230707_1030_275.31.png,2023-07-07 10:30:00,BULLISH,275.31,66,active,,,,
48_BEA_20230720_0930_278.67,48_BEA_20230720_0930_278.67.png,2023-07-20 09:30:00,BEARISH,278.67,82,active,,,,
8_BUL_20230811_0930_238.82,8_BUL_20230811_0930_238.82.png,2023-08-11 09:30:00,BULLISH,238.82,89,active,,,,
27_BUL_20230925_0930_238.82,27_BUL_20230925_0930_238.82.png,2023-09-25 09:30:00,BULLISH,238.82,89,active,,,,
28_BUL_20230928_0930_238.82,28_BUL_20230928_0930_238.82.png,2023-09-28 09:30:00,BULLISH,238.82,80,active,,,,
56_BEA_20231025_1030_219.53,56_BEA_20231025_1030_219.53.png,2023-10-25 10:30:00,BEARISH,219.53,55,active,,,,
87_BUL_20231031_0930_198.95,87_BUL_20231031_0930_198.95.png,2023-10-31 09:30:00,BULLISH,198.95,86,active,,,,
88_BUL_20231031_1230_198.95,88_BUL_20231031_1230_198.95.png,2023-10-31 12:30:00,BULLISH,198.95,51,active,,,,
22_BUL_20231116_1530_233.00,22_BUL_20231116_1530_233.00.png,2023-11-16 15:30:00,BULLISH,233.0,55,active,,,,
43_BEA_20231121_1130_242.58,43_BEA_20231121_1130_242.58.png,2023-11-21 11:30:00,BEARISH,242.58,53,active,,,,
32_BUL_20231122_1230_233.00,32_BUL_20231122_1230_233.00.png,2023-11-22 12:30:00,BULLISH,233.0,55,active,,,,
33_BUL_20231122_1430_233.00,33_BUL_20231122_1430_233.00.png,2023-11-22 14:30:00,BULLISH,233.0,60,active,,,,
34_BUL_20231124_0930_233.00,34_BUL_20231124_0930_233.00.png,2023-11-24 09:30:00,BULLISH,233.0,77,active,,,,
45_BUL_20231130_1330_238.82,45_BUL_20231130_1330_238.82.png,2023-11-30 13:30:00,BULLISH,238.82,57,active,,,,
35_BUL_20231201_0930_233.00,35_BUL_20231201_0930_233.00.png,2023-12-01 09:30:00,BULLISH,233.0,83,active,,,,
46_BUL_20231201_1130_238.82,46_BUL_20231201_1130_238.82.png,2023-12-01 11:30:00,BULLISH,238.82,52,active,,,,
56_BEA_20231206_1230_242.58,56_BEA_20231206_1230_242.58.png,2023-12-06 12:30:00,BEARISH,242.58,64,active,,,,
57_BEA_20231206_1330_242.58,57_BEA_20231206_1330_242.58.png,2023-12-06 13:30:00,BEARISH,242.58,53,active,,,,
58_BEA_20231206_1430_242.58,58_BEA_20231206_1430_242.58.png,2023-12-06 14:30:00,BEARISH,242.58,61,active,,,,
59_BEA_20231207_1030_242.58,59_BEA_20231207_1030_242.58.png,2023-12-07 10:30:00,BEARISH,242.58,71,active,,,,
60_BEA_20231211_0930_242.58,60_BEA_20231211_0930_242.58.png,2023-12-11 09:30:00,BEARISH,242.58,75,active,,,,
61_BUL_20231211_1330_238.82,61_BUL_20231211_1330_238.82.png,2023-12-11 13:30:00,BULLISH,238.82,50,active,,,,
38_BEA_20231218_1230_254.37,38_BEA_20231218_1230_254.37.png,2023-12-18 12:30:00,BEARISH,254.37,42,active,,,,
39_BEA_20231218_1330_254.37,39_BEA_20231218_1330_254.37.png,2023-12-18 13:30:00,BEARISH,254.37,51,active,,,,
40_BUL_20231221_1230_251.13,40_BUL_20231221_1230_251.13.png,2023-12-21 12:30:00,BULLISH,251.13,61,active,,,,
62_BUL_20240103_1030_238.82,62_BUL_20240103_1030_238.82.png,2024-01-03 10:30:00,BULLISH,238.82,60,active,,,,
63_BUL_20240103_1130_238.82,63_BUL_20240103_1130_238.82.png,2024-01-03 11:30:00,BULLISH,238.82,54,active,,,,
64_BUL_20240104_0930_238.82,64_BUL_20240104_0930_238.82.png,2024-01-04 09:30:00,BULLISH,238.82,75,active,,,,
65_BUL_20240108_1130_238.82,65_BUL_20240108_1130_238.82.png,2024-01-08 11:30:00,BULLISH,238.82,54,active,,,,
17_BUL_20240110_1230_233.00,17_BUL_20240110_1230_233.00.png,2024-01-10 12:30:00,BULLISH,233.0,49,active,,,,
49_BUL_20240116_0930_215.77,49_BUL_20240116_0930_215.77.png,2024-01-16 09:30:00,BULLISH,215.77,82,active,,,,
36_BEA_20240124_1430_207.18,36_BEA_20240124_1430_207.18.png,2024-01-24 14:30:00,BEARISH,207.18,53,active,,,,
50_BUL_20240205_1230_178.68,50_BUL_20240205_1230_178.68.png,2024-02-05 12:30:00,BULLISH,178.68,66,active,,,,
85_BUL_20240228_0930_202.06,85_BUL_20240228_0930_202.06.png,2024-02-28 09:30:00,BULLISH,202.06,82,active,,,,
72_BEA_20240321_0930_176.38,72_BEA_20240321_0930_176.38.png,2024-03-21 09:30:00,BEARISH,176.38,75,active,,,,
73_BEA_20240404_1230_176.38,73_BEA_20240404_1230_176.38.png,2024-04-04 12:30:00,BEARISH,176.38,50,active,,,,
54_BUL_20240502_1030_178.68,54_BUL_20240502_1030_178.68.png,2024-05-02 10:30:00,BULLISH,178.68,56,active,,,,
55_BUL_20240502_1130_178.68,55_BUL_20240502_1130_178.68.png,2024-05-02 11:30:00,BULLISH,178.68,60,active,,,,
56_BUL_20240502_1230_178.68,56_BUL_20240502_1230_178.68.png,2024-05-02 12:30:00,BULLISH,178.68,56,active,,,,
57_BUL_20240503_1030_178.68,57_BUL_20240503_1030_178.68.png,2024-05-03 10:30:00,BULLISH,178.68,61,active,,,,
61_BUL_20240508_0930_173.64,61_BUL_20240508_0930_173.64.png,2024-05-08 09:30:00,BULLISH,173.64,86,active,,,,
62_BUL_20240516_0930_173.64,62_BUL_20240516_0930_173.64.png,2024-05-16 09:30:00,BULLISH,173.64,75,active,,,,
63_BUL_20240517_0930_173.64,63_BUL_20240517_0930_173.64.png,2024-05-17 09:30:00,BULLISH,173.64,65,active,,,,
64_BUL_20240520_1330_173.64,64_BUL_20240520_1330_173.64.png,2024-05-20 13:30:00,BULLISH,173.64,51,active,,,,
87_BUL_20240521_1030_178.68,87_BUL_20240521_1030_178.68.png,2024-05-21 10:30:00,BULLISH,178.68,44,active,,,,
88_BEA_20240522_0930_181.44,88_BEA_20240522_0930_181.44.png,2024-05-22 09:30:00,BEARISH,181.44,81,active,,,,
89_BEA_20240522_1030_181.44,89_BEA_20240522_1030_181.44.png,2024-05-22 10:30:00,BEARISH,181.44,50,active,,,,
65_BUL_20240523_1430_173.64,65_BUL_20240523_1430_173.64.png,2024-05-23 14:30:00,BULLISH,173.64,45,active,,,,
66_BUL_20240523_1530_173.64,66_BUL_20240523_1530_173.64.png,2024-05-23 15:30:00,BULLISH,173.64,49,active,,,,
90_BUL_20240524_1130_178.68,90_BUL_20240524_1130_178.68.png,2024-05-24 11:30:00,BULLISH,178.68,43,active,,,,
91_BUL_20240524_1230_178.68,91_BUL_20240524_1230_178.68.png,2024-05-24 12:30:00,BULLISH,178.68,43,active,,,,
67_BEA_20240529_1530_176.38,67_BEA_20240529_1530_176.38.png,2024-05-29 15:30:00,BEARISH,176.38,43,active,,,,
68_BEA_20240603_1130_176.38,68_BEA_20240603_1130_176.38.png,2024-06-03 11:30:00,BEARISH,176.38,51,active,,,,
69_BUL_20240605_0930_173.64,69_BUL_20240605_0930_173.64.png,2024-06-05 09:30:00,BULLISH,173.64,80,active,,,,
70_BUL_20240606_0930_173.64,70_BUL_20240606_0930_173.64.png,2024-06-06 09:30:00,BULLISH,173.64,86,active,,,,
71_BUL_20240606_1030_173.64,71_BUL_20240606_1030_173.64.png,2024-06-06 10:30:00,BULLISH,173.64,42,active,,,,
76_BEA_20240716_0930_254.37,76_BEA_20240716_0930_254.37.png,2024-07-16 09:30:00,BEARISH,254.37,66,active,,,,
77_BEA_20240717_1030_254.37,77_BEA_20240717_1030_254.37.png,2024-07-17 10:30:00,BEARISH,254.37,65,active,,,,
34_BUL_20240718_0930_251.13,34_BUL_20240718_0930_251.13.png,2024-07-18 09:30:00,BULLISH,251.13,76,active,,,,
35_BUL_20240718_1030_251.13,35_BUL_20240718_1030_251.13.png,2024-07-18 10:30:00,BULLISH,251.13,69,active,,,,
36_BEA_20240723_0930_254.37,36_BEA_20240723_0930_254.37.png,2024-07-23 09:30:00,BEARISH,254.37,82,active,,,,
38_BEA_20240723_1130_248.31,38_BEA_20240723_1130_248.31.png,2024-07-23 11:30:00,BEARISH,248.31,56,active,,,,
80_BEA_20240807_0930_200.35,80_BEA_20240807_0930_200.35.png,2024-08-07 09:30:00,BEARISH,200.35,69,active,,,,
81_BUL_20240808_0930_197.39,81_BUL_20240808_0930_197.39.png,2024-08-08 09:30:00,BULLISH,197.39,81,active,,,,
82_BUL_20240808_1130_197.39,82_BUL_20240808_1130_197.39.png,2024-08-08 11:30:00,BULLISH,197.39,53,active,,,,
83_BUL_20240808_1230_197.39,83_BUL_20240808_1230_197.39.png,2024-08-08 12:30:00,BULLISH,197.39,57,active,,,,
84_BEA_20240809_1430_200.35,84_BEA_20240809_1430_200.35.png,2024-08-09 14:30:00,BEARISH,200.35,47,active,,,,
85_BUL_20240812_1230_197.39,85_BUL_20240812_1230_197.39.png,2024-08-12 12:30:00,BULLISH,197.39,59,active,,,,
86_BUL_20240812_1330_197.39,86_BUL_20240812_1330_197.39.png,2024-08-12 13:30:00,BULLISH,197.39,50,active,,,,
87_BUL_20240812_1530_197.39,87_BUL_20240812_1530_197.39.png,2024-08-12 15:30:00,BULLISH,197.39,53,active,,,,
50_BEA_20240813_1430_207.18,50_BEA_20240813_1430_207.18.png,2024-08-13 14:30:00,BEARISH,207.18,49,active,,,,
47_BEA_20240924_0930_254.37,47_BEA_20240924_0930_254.37.png,2024-09-24 09:30:00,BEARISH,254.37,83,active,,,,
